LIB,Sample,PInumber,ISnum,WASAP,PlantName,Population,DuplicateLIBdecision,FilterMissing,Proportion.Missing,Proportion.Heterozygous,InbreedCoefficent,Kmeans_cluster,Germplasm,BotanicalType,CountryOrigin,Region,lat,lon,Elevation,Continent
IZPZ,PI533766,PI533766,NA,NA,No. 4 Hadoui,GatesRef,keep,NA,0.100681215,0.015776753,1.185821,17,Breeding,Guinea,NA,NA,NA,NA,NA,NA
JBNU,Acc235805,NA,NA,NA,NA,Gates,NA,NA,0.145511209,0.022575292,1.112332,6,NA,NA,NA,NA,NA,NA,NA,NA
JBNW,Acc235806,NA,NA,NA,NA,Gates,NA,NA,0.117112114,0.015889764,0.992724,5,NA,NA,NA,NA,NA,NA,NA,NA
JBNX,Acc235807,NA,NA,NA,NA,Gates,NA,NA,0.148860115,0.016738511,1.095347,6,NA,NA,NA,NA,NA,NA,NA,NA
JBNY,Acc235808,NA,NA,NA,NA,Gates,NA,NA,0.111503501,0.021476163,1.166379,6,NA,NA,NA,NA,NA,NA,NA,NA
JBNZ,Acc235809,NA,NA,NA,NA,Gates,NA,NA,0.117007653,0.021227017,1.178636,6,NA,NA,NA,NA,NA,NA,NA,NA
JBPA,Acc235810,NA,NA,NA,NA,Gates,NA,NA,0.127296265,0.0171336,1.070246,6,NA,NA,NA,NA,NA,NA,NA,NA
JBPB,Acc235811,NA,NA,NA,NA,Gates,NA,NA,0.120747005,0.022850013,1.159407,6,NA,NA,NA,NA,NA,NA,NA,NA
JBPC,Acc235812,NA,NA,NA,NA,Gates,NA,NA,0.095725268,0.016840326,1.01592,5,NA,NA,NA,NA,NA,NA,NA,NA
JBPD,Acc235813,NA,NA,NA,NA,Gates,NA,NA,0.116971381,0.021020701,1.090701,6,NA,NA,NA,NA,NA,NA,NA,NA
JBPE,Acc235814,NA,NA,NA,NA,Gates,NA,NA,0.126833055,0.023887087,1.280135,6,NA,NA,NA,NA,NA,NA,NA,NA
JBPF,Acc235817,NA,NA,NA,NA,Gates,NA,NA,0.094888665,0.017211592,1.020214,5,NA,NA,NA,NA,NA,NA,NA,NA
JBPG,Acc238431,NA,NA,NA,NA,Gates,NA,NA,0.127951455,0.022757524,1.209774,18,NA,NA,NA,NA,NA,NA,NA,NA
JBPH,CK60B,NA,NA,NA,NA,Gates,NA,NA,0.062618803,0.01026518,1.133146,16,NA,NA,NA,NA,NA,NA,NA,NA
JBPI,China17,NA,NA,NA,NA,Gates,NA,NA,0.113660355,0.020915551,1.231351,15,NA,NA,NA,NA,NA,NA,NA,NA
JBPJ,ICSV700,NA,NA,NA,NA,Gates,NA,NA,0.082022638,0.014252338,1.009929,14,NA,NA,NA,NA,NA,NA,NA,NA
JBPK,IS15428,NSL103374,IS15428,NA,2-1-6-7;PURDUE NO 49643,Gates,NA,NA,0.102699083,0.019519276,1.089144,5,Landrace,NA,Cameroon,NA,NA,NA,NA,Africa
JBPL,IS18698,NSL365791,IS18698,NA,ICRISAT Midge line -5,Gates,NA,NA,0.074834882,0.063163841,0.640842,2,Breeding,NA,India,NA,NA,NA,NA,Asia
JBPM,IS7314,PI684002,IS7314,NA,BO 14;Mere,Gates,NA,NA,0.101147309,0.018204242,1.039231,5,Landrace,NA,Nigeria,NA,11.848146,13.149999,320,Africa
JBPN,IS7861,PI700417,IS7861,NA,IN 31;Ekpon dzuru,Gates,NA,NA,0.11685067,0.022455584,1.279961,4,Landrace,NA,Nigeria,NA,8.733333,5.750001,82,Africa
JBPP,IS7958,PI685123,IS7958,NA,NA,Gates,NA,NA,0.106058554,0.019745468,1.192596,5,Landrace,NA,Nigeria,NA,11.5,3.7,NA,Africa
JBPQ,NTJ2,NA,NA,NA,NA,Gates,NA,NA,0.090925805,0.01571208,1.031907,14,NA,NA,NA,NA,NA,NA,NA,NA
JBPR,PI508366,PI508366,NA,NA,MA 38,Gates,NA,NA,0.119140575,0.021657923,1.321988,4,Cultivar,Guinea,Mali,NA,NA,NA,NA,Africa
JBPS,PI585954,PI585954,NA,NA,MOHOU,Gates,NA,NA,0.109454547,0.018873522,1.271639,4,Cultivar,NA,Togo,NA,8.359999657,1,NA,Africa
JBPT,PI620578,PI620578,IS33062,NA,IS33062,Gates,NA,NA,0.097642558,0.018500898,1.094356,7,Landrace,Caudatum-Bicolor,Tanzania,Mwanza,-2.829999,33.080001,NA,Africa
JBPU,PI641807,PI641807,NA,NA,ATLAS,Gates,NA,NA,0.081221364,0.014200461,1.149947,16,NA,NA,NA,NA,NA,NA,NA,NA
JBPW,PI641825,PI641825,NA,NA,LEOTI,Gates,NA,NA,0.109826525,0.02090416,1.311769,15,NA,NA,NA,NA,NA,NA,NA,NA
JBPX,PI642998,PI642998,NA,NA,Black Spanish,Gates,keep,NA,0.139540796,0.026780044,1.614689,3,NA,NA,NA,NA,NA,NA,NA,NA
JBPY,PI646200,PI646200,IS24699,NA,IS24699,Gates,NA,NA,0.11808357,0.020212008,1.21286,20,Landrace,Durra-Caudatum,Nigeria,NA,11.310001,7.329999,NA,Africa
JBPZ,PI646209,PI646209,IS24734,NA,IS24734,Gates,NA,NA,0.11831695,0.020431859,1.251705,20,Landrace,Durra-Caudatum,Nigeria,NA,11.390001,9.260002,NA,Africa
JBQA,PI646211,PI646211,IS24753,NA,IS24753,Gates,NA,NA,0.12152127,0.025995777,1.350628,20,Landrace,NA,Nigeria,NA,10.689999,8.949999,NA,Africa
JBQB,PI646239,PI646239,IS30958,NA,IS30958,Gates,NA,NA,0.103915122,0.019569686,1.206489,1,Landrace,NA,Uganda,NA,1.471023,32.299999,NA,Africa
JBQC,PI646245,PI646245,IS31006,NA,IS31006,Gates,NA,NA,0.09674467,0.016665672,1.019996,5,Landrace,NA,Uganda,NA,2.730001,33.479999,NA,Africa
JBQD,PI646296,PI646296,IS31256,NA,IS31256,Gates,NA,NA,0.096277854,0.017273828,1.074792,1,Landrace,NA,Uganda,NA,1.220002,33.400001,NA,Africa
JBQE,PI646391,PI646391,IS33037,NA,IS33037,Gates,NA,NA,0.098807573,0.017191756,1.021386,5,Landrace,Guinea-Caudatum,Tanzania,NA,-1.7,34.279998,NA,Africa
JBQF,PI647018,PI647018,IS39662,NA,IS39662,Gates,NA,NA,0.115952922,0.019318374,1.20179,20,Landrace,Durra-Caudatum,Nigeria,NA,11.770001,8.43,NA,Africa
JBQG,PI651145,PI651145,IS7887,NA,IS7887,Gates,NA,NA,0.11362156,0.023317433,1.28258,4,Landrace,NA,Nigeria,NA,10.699999,4.583333,NA,Africa
JBQH,PI655972,PI655972,NA,NA,PINK KAFIR,Gates,keep,NA,0.079004862,0.01320351,1.150448,16,NA,NA,United States,Kansas,NA,NA,NA,Americas
JBQI,PI656003,PI656003,NA,NA,B AZ9504,Gates,NA,NA,0.091182118,0.01602051,1.169718,16,NA,NA,United States,Arizona,NA,NA,NA,Americas
JBQJ,Mal023_489,NA,NA,Ma023,09-SB-Caract-1013 (Zangasso),Gates,NA,NA,0.11685508,0.024169841,1.268899,5,Landrace,NA,Mali,NA,NA,NA,NA,Africa
JBQK,Mal026_511,NA,NA,Ma026,09-SB-Caract-1067 (Tourandinkô),Gates,NA,NA,0.103560809,0.019384359,1.215285,17,Landrace,Bicolor-Durra,Mali,NA,NA,NA,NA,Africa
JBQL,Mal033_466,NA,NA,Ma033,09-SB-Caract-1097 (Natari),Gates,NA,NA,0.192970308,0.031154785,2.316225,10,Landrace,Guinea,Mali,NA,NA,NA,NA,Africa
JBQM,Mal033_471,NA,NA,NA,NA,Gates,NA,NA,0.085876101,0.014948588,1.047074,9,NA,NA,NA,NA,NA,NA,NA,NA
JBQN,Mal125_490,NA,NA,Ma125,Nioro73,Gates,NA,NA,0.099227718,0.038030613,0.990846,13,Landrace,NA,Mali,NA,NA,NA,NA,Africa
JBQP,Mal128_479,NA,NA,Ma128,Nioro84,Gates,NA,NA,0.107121521,0.019705742,1.211582,17,Landrace,Guinea-Caudatum,Mali,NA,NA,NA,NA,Africa
JBQQ,Mal168_481,NA,NA,Ma168,ANCESTRALE,Gates,NA,NA,0.11445819,0.029107206,1.144559,8,Landrace,Guinea-Caudatum,Mali,NA,NA,NA,NA,Africa
JBQR,Mal172_497,NA,NA,Ma172,HOMO BIBO,Gates,NA,NA,0.118880407,0.021003741,1.254235,13,Landrace,Bicolor,Mali,NA,NA,NA,NA,Africa
JBQS,Mal179_520,NA,NA,Ma179,KENIKEBA,Gates,NA,NA,0.111301041,0.01985059,1.191933,17,Landrace,Guinea,Mali,NA,NA,NA,NA,Africa
JBQT,Mal182_516,NA,NA,Ma182,NA,Gates,NA,NA,0.116526805,0.020308065,1.185794,17,Landrace,NA,Mali,NA,NA,NA,NA,Africa
JBQU,Mal189_472,NA,NA,NA,NA,Gates,NA,NA,0.083451454,0.029938895,0.907645,9,NA,NA,NA,NA,NA,NA,NA,NA
JBQW,Mal191_493,NA,NA,Ma191,KENIKE,Gates,NA,NA,0.107811374,0.03878387,1.014152,4,Landrace,Guinea,Mali,NA,NA,NA,NA,Africa
JBQX,Mal192_507,NA,NA,Ma192,BOUGOURINT,Gates,NA,NA,0.112403884,0.018427018,1.147503,20,Landrace,Guinea,Mali,NA,NA,NA,NA,Africa
JBQY,Mal198_487,NA,NA,Ma198,SOTTODJE,Gates,NA,NA,0.085082842,0.057859994,0.808274,4,Landrace,NA,Mali,NA,NA,NA,NA,Africa
JBQZ,Mal203_514,NA,NA,Ma203,ALBAKARI,Gates,NA,NA,0.113939407,0.020932215,1.207094,17,Landrace,Guinea-Durra,Mali,NA,NA,NA,NA,Africa
JBRA,Mal209_519,NA,NA,Ma209,SOTTO,Gates,NA,NA,0.111806596,0.020725001,1.162241,17,Landrace,Guinea-Durra,Mali,NA,NA,NA,NA,Africa
JBRB,Ni001_264,NA,IS41768,Ni001,Kadâga,Gates,NA,NA,0.110047038,0.020473885,1.088894,8,Landrace,Durra,Niger,Wanzerbé,14.74277,0.362778,NA,Africa
JBRC,Ni002_239,NA,IS41769,Ni002,Kadelt Hamo,Gates,NA,NA,0.098057739,0.029485692,1.21082,9,Landrace,Caudatum,Niger,Wanzerbé,14.74277,0.362778,NA,Africa
JBRD,Ni039_113,NA,IS41851,Ni039,Asi Ma Haou Héni,Gates,NA,NA,0.115514086,0.021952716,1.333603,20,Landrace,Caudatum,Niger,Margou,NA,NA,NA,Africa
JBRE,Ni049_268,NA,IS41872,Ni049,Waïhigui Hawi Bey,Gates,NA,NA,0.124554187,0.023991965,1.398864,20,Landrace,Durra,Niger,Tenda,NA,NA,NA,Africa
JBRF,Ni055_143,NA,IS41891,Ni055,Guerguéra Dawa,Gates,NA,NA,0.089756713,0.026132491,1.041421,9,Landrace,Caudatum,Niger,Kiessé,NA,NA,NA,Africa
JBRG,Ni060_184,NA,IS41909,Ni060,Hamo Koirey,Gates,NA,NA,0.11108746,0.020594619,1.327544,20,Landrace,Caudatum,Niger,Falwel,NA,NA,NA,Africa
JBRH,Ni070_226,NA,IS41942,Ni070,Sodou Nebbam,Gates,NA,NA,0.071490912,0.062890217,0.603776,8,Landrace,Caudatum,Niger,Tamou,NA,NA,NA,Africa
JBRI,Ni073_115,NA,IS41947,Ni073,Jan Jaré,Gates,NA,NA,0.115213875,0.020617453,1.137212,19,Landrace,NA,Niger,Tamou,NA,NA,NA,Africa
JBRJ,Ni074_194,NA,IS41949,Ni074,Hamo Kirey,Gates,NA,NA,0.111691819,0.018714867,1.190723,13,Landrace,NA,Niger,Koné Béri,NA,NA,NA,Africa
JBRK,Ni081_135,NA,IS41971,Ni081,El Bazanga,Gates,NA,NA,0.08643978,0.039976728,0.923992,20,Landrace,Caudatum-Bicolor,Niger,Yaya,NA,NA,NA,Africa
JBRL,Ni095_164,NA,IS41997,Ni095,El Kamba,Gates,NA,NA,0.111813251,0.026813728,1.315386,20,Landrace,Durra-Guinea,Niger,Mogueur,NA,NA,NA,Africa
JBRM,Ni095_212,NA,NA,NA,NA,Gates,NA,NA,0.112436246,0.019738414,1.110565,13,NA,NA,NA,NA,NA,NA,NA,NA
JBRN,Ni097_227,NA,IS42000,Ni097,Koutagué,Gates,NA,NA,0.101305041,0.039059735,1.045835,20,Landrace,Durra,Niger,Afala,NA,NA,NA,Africa
JBRP,Ni110_270,NA,IS42046,Ni110,Tagaza Fara,Gates,NA,NA,0.123592491,0.023656789,1.400041,20,Landrace,Caudatum,Niger,Déoulé,NA,NA,NA,Africa
JBRQ,Ni111_303,NA,IS42049,Ni111,Tallabani,Gates,NA,NA,0.11649877,0.019179243,1.209593,13,Landrace,Caudatum,Niger,Déoulé,NA,NA,NA,Africa
JBRR,Ni163_167,NA,NA,Ni163,Kaura,Gates,NA,NA,0.121642119,0.024756092,1.41618,20,Landrace,Durra-Caudatum,Niger,4.WASAPhawa/Dungass,12.98594444,9.36175,NA,Africa
JBRS,Ni177_193,NA,NA,Ni177,Kaura,Gates,NA,NA,0.109867899,0.017749553,1.082921,8,Landrace,Durra-Caudatum,Niger,9.Mazaniya,13.14647222,8.576166667,NA,Africa
JBRT,Ni284_298,NA,NA,Ni284,NA,Gates,NA,NA,0.107385988,0.018024537,1.08501,8,Landrace,Durra-Caudatum,Niger,33.Gangara,13.07327778,7.17775,NA,Africa
JBRU,Sen002,NA,NA,Sn002,Baningmongo,Gates,NA,NA,0.069690811,0.063576888,0.603626,8,Landrace,Guinea,Senegal,NA,NA,NA,NA,Africa
JBRW,Sen003_043,NA,NA,Sn003,Bassi S4,Gates,NA,NA,0.107551761,0.020993376,1.196258,17,Landrace,Guinea,Senegal,NA,NA,NA,NA,Africa
JBRX,Sen008,NA,NA,Sn008,Congossané,Gates,NA,NA,0.108915798,0.020048593,1.1768,17,Landrace,Guinea,Senegal,NA,NA,NA,NA,Africa
JBRY,Sen010_039,NA,NA,Sn010,Congossané N°10,Gates,NA,NA,0.130682525,0.037071378,1.598694,13,Landrace,Guinea,Senegal,Diourbel,14.666664,-16.249999,NA,Africa
JBRZ,Sen010_050,NA,NA,NA,NA,Gates,NA,NA,0.106391876,0.019916497,1.150699,17,NA,NA,NA,NA,NA,NA,NA,NA
JBSA,Sen011_047,NA,NA,Sn011,Congossané N°15,Gates,NA,NA,0.107194952,0.020988309,1.187459,17,Landrace,Guinea,Senegal,Bambey,14.7166638,-16.6166642,NA,Africa
JBSB,Sen015_060,NA,NA,Sn015,Diakhnat RT50,Gates,NA,NA,0.10770683,0.020807512,1.162302,17,Landrace,Durra,Senegal,Fleuve Senegal,15.78616352,-16.5239979,NA,Africa
JBSC,Sen017_079,NA,NA,Sn017,Fellah Blanc 2,Gates,NA,NA,0.117623604,0.020526585,1.141946,8,Landrace,Guinea,Senegal,Fleuve Senegal,15.78616352,-16.5239979,NA,Africa
JBSD,Sen021_095,NA,NA,Sn021,Fellah rouge 2,Gates,NA,NA,0.104719169,0.020769358,1.18129,17,Landrace,Guinea,Senegal,Fleuve Senegal,15.78616352,-16.5239979,NA,Africa
JBSE,Sen030_030,NA,NA,Sn030,Pourdi Blanc,Gates,NA,NA,0.107907239,0.020877278,1.181806,17,Landrace,Guinea,Senegal,Fleuve Senegal,15.78616352,-16.5239979,NA,Africa
JBSF,Sen033_018,NA,NA,Sn033,Samba Guéri Ogo,Gates,NA,NA,0.068676761,0.048434036,0.796248,9,Landrace,Guinea,Senegal,Fleuve Senegal,15.78616352,-16.5239979,NA,Africa
JBSG,Sen037_059,NA,NA,Sn037,Sarasso RT 44,Gates,NA,NA,0.121975884,0.022173179,1.203701,9,Landrace,Durra,Senegal,Richard Toll,16.4666648,-15.6833306,NA,Africa
JBSH,Sen039_069,NA,NA,Sn039,Sévil,Gates,NA,NA,0.119034728,0.023177287,1.267818,8,Landrace,Guinea,Senegal,Fleuve Senegal,NA,NA,NA,Africa
JBSI,Sen041_10,NA,NA,Sn041,Congossané,Gates,NA,NA,0.108512347,0.020587015,1.149842,17,Landrace,Guinea,Senegal,Bambey,14.7166638,-16.6166642,NA,Africa
JBSJ,Sen044_038,NA,NA,Sn044,Sorgho  Sud,Gates,NA,NA,0.097808553,0.016555676,1.016317,5,Landrace,Guinea,Senegal,Sodeva Bambey,NA,NA,NA,Africa
JBSK,Sen046_021,NA,NA,Sn046,Bassi,Gates,NA,NA,0.108158893,0.019572201,1.210541,17,Landrace,Guinea,Senegal,Sinthiou-Malème,14.2758,-12.80619,NA,Africa
JBSL,Sen048_036,NA,NA,Sn048,Tigne de Dangalma,Gates,NA,NA,0.197429573,0.033082136,2.329071,10,Landrace,Guinea,Senegal,Fatick,14.3166654,-16.416665,NA,Africa
JBSM,Sen050_73,NA,NA,Sn050,Weydé 2,Gates,NA,NA,0.118767267,0.024364553,1.166439,17,Landrace,Guinea,Senegal,Kaolack,14.183,-16.25,NA,Africa
JBSN,Sen059_2,NA,NA,Sn059,SL   591,Gates,NA,NA,0.080478685,0.029166634,0.983506,17,Landrace,Guinea,Senegal,NA,NA,NA,NA,Africa
JBSP,Sen059_28,NA,NA,NA,NA,Gates,NA,NA,0.109440266,0.021256734,1.216395,17,NA,NA,NA,NA,NA,NA,NA,NA
JBSQ,Sen061_097,NA,NA,Sn061,SL  646,Gates,NA,NA,0.092849944,0.016678918,1.062917,14,Landrace,Guinea,Senegal,NA,NA,NA,NA,Africa
JBSR,Sen077_077,NA,NA,Sn077,92-58,Gates,NA,NA,0.100382501,0.053658413,1.464109,17,Landrace,Guinea,Senegal,NA,NA,NA,NA,Africa
JBSS,Tog035_377,NA,NA,Tg035,NA,Gates,NA,NA,0.103869533,0.024611851,1.200057,4,Landrace,Caudatum,Togo,Djédjabou,10.19041,0.43454,NA,Africa
JBST,Tog041_463,NA,NA,Tg041,Mouloukou coumè,Gates,NA,NA,0.119701564,0.023779823,1.334298,4,Landrace,Guinea,Togo,Kawa,NA,NA,NA,Africa
JHEQ,IS7722,PI679395,IS7722,NA,NA,Gates,NA,NA,0.107562936,0.019298026,1.199842,20,Landrace,NA,Nigeria,NA,12.800001,4.510002,NA,Africa
JHER,IS2787,PI682935,IS2787,NA,Muthio ex kasumgani,Gates,NA,NA,0.100762548,0.018302196,1.049125,5,Landrace,NA,Kenya,NA,NA,NA,NA,Africa
JHES,IS5106,PI684140,IS5106,NA,NA,Gates,NA,NA,0.113779014,0.020033761,1.149926,2,Landrace,NA,India,NA,14.470001,78.819999,NA,Asia
JHET,IS7125,PI683010,IS7125,NA,Meringu white,Gates,NA,NA,0.108582061,0.02163119,1.075015,5,Landrace,NA,Somalia,NA,NA,NA,NA,Africa
JHEU,IS5972,PI677422,IS5972,NA,Bedra khama,Gates,NA,NA,0.117673935,0.022427916,1.205059,2,Landrace,NA,India,NA,24.579999,80.830001,320,Asia
JHEW,IS6193,NSL55597,IS6193,NA,Jowar murdran,Gates,NA,NA,0.113978119,0.020638336,1.163418,2,Landrace,NA,India,NA,26.549999,80.489997,127,Asia
JHEX,IS8218,PI684224,IS8218,NA,S 6;EC 21415,Gates,NA,NA,0.098929837,0.018288636,1.032126,5,Breeding,NA,Uganda,NA,NA,NA,NA,Africa
JHEY,IS6351,PI684232,IS6351,NA,Jola Nandyal,Gates,NA,NA,0.11562132,0.020812422,1.151004,2,Landrace,NA,India,NA,15.470001,75.019996,679,Asia
JHEZ,IS10801,PI700591,IS10801,NA,No. 1241;D. jabao,Gates,NA,NA,0.116967582,0.021843326,1.184216,2,Landrace,NA,Chad,NA,NA,NA,NA,Africa
JHFA,IS10876,PI683164,IS10876,NA,BO 50;Tiksha (jigare),Gates,NA,NA,0.096638657,0.020217239,1.089202,5,Landrace,NA,Nigeria,NA,9.75,8.380001,NA,Africa
JHFB,IS10882,PI683165,IS10882,NA,NA,Gates,NA,NA,0.112573456,0.021814664,1.234333,19,Landrace,NA,Nigeria,NA,9.75,8.380001,NA,Africa
JHFC,IS10971,PI682603,IS10971,NA,NA,Gates,NA,NA,0.120944364,0.022085677,1.184356,18,Landrace,NA,United States,NA,NA,NA,NA,Americas
JHFD,IS10978,PI683172,IS10978,NA,NA,Gates,NA,NA,0.126190649,0.024847192,1.312672,18,Landrace,NA,United States,NA,NA,NA,NA,Americas
JHFE,IS15752,PI680345,IS15752,NA,4-1-7-12;PURDUE NO 49982,Gates,NA,NA,0.107787886,0.019821721,1.047015,5,Landrace,NA,Cameroon,NA,NA,NA,NA,Africa
JHFF,IS16044,PI679154,IS16044,NA,4-3-26-3;PURDUE NO 50251,Gates,NA,NA,0.107564378,0.021944627,1.069162,5,Landrace,NA,Cameroon,NA,NA,NA,NA,Africa
JHFG,IS16125,PI679163,IS16125,NA,3-2-1-1;PURDUE NO 50350,Gates,NA,NA,0.106347534,0.01810711,1.052458,19,Landrace,NA,Cameroon,NA,NA,NA,NA,Africa
JHFH,IS16173,PI685409,IS16173,NA,4-1-3-15; PURDUE NO 50387,Gates,NA,NA,0.110332496,0.020956694,1.102785,5,Landrace,NA,Cameroon,NA,NA,NA,NA,Africa
JHFI,IS15526,PI676900,IS15526,NA,2-4-7-4;PURDUE NO 49748,Gates,NA,NA,0.10532547,0.019993523,1.109186,5,Landrace,NA,Cameroon,NA,NA,NA,NA,Africa
JHFJ,IS16545,PI680515,IS16545,NA,4-3-12-1;PURDUE NO 50830,Gates,NA,NA,0.118636905,0.017151557,1.089862,5,Landrace,NA,Cameroon,NA,NA,NA,NA,Africa
JHFK,IS14963,PI680552,IS14963,NA,1-2-11-14;PURDUE NO 49184,Gates,NA,NA,0.10663926,0.020628219,1.117149,5,Landrace,NA,Cameroon,NA,NA,NA,NA,Africa
JHFL,IS15443,PI676930,IS15443,NA,2-1-18-1;PURDUE NO 49666,Gates,NA,NA,0.101751003,0.020224037,1.077929,5,Landrace,NA,Cameroon,NA,NA,NA,NA,Africa
JHFM,IS8283,PI681371,IS8283,NA,74L 12132; NSL 87773,Gates,NA,NA,0.106919754,0.019457203,1.105006,1,Breeding,NA,Uganda,NA,NA,NA,NA,Africa
JHFN,IS14351,NSL92385,IS14351,NA,HD-060,Gates,NA,NA,0.110177815,0.021909416,1.247737,7,Landrace,NA,Malawi,NA,NA,NA,NA,Africa
JHFP,IS22040,NA,IS22040,NA,NA,Gates,NA,NA,0.121482891,0.024550282,1.202402,2,Landrace,NA,India,NA,15.819999,78.029998,NA,Asia
JHFQ,IS21401,NA,IS21401,NA,NA,Gates,NA,NA,0.155921198,0.036013779,1.657205,12,Wild,NA,Malawi,NA,-13.770001,32.979999,NA,Africa
JHFR,PI585728,PI585728,NA,NA,KINTI OULE,Gates,NA,NA,0.191656213,0.030959952,2.262159,10,Cultivar,Guinea,Mali,NA,12.02999973,-9.710000038,NA,Africa
JHFS,IS7277,NSL50935,IS7277,NA,AD 13;Konari,Gates,NA,NA,0.110387403,0.021376059,1.205055,5,Landrace,NA,Nigeria,NA,8.05,10.779999,NA,Africa
JHFT,IS7889,PI685101,IS7889,NA,IN 61;Yafari,Gates,NA,NA,0.120593933,0.021755773,1.340101,4,Landrace,NA,Nigeria,NA,10.436633,3.817195,298,Africa
JHFU,IS4285,PI683751,IS4285,NA,Jhallar,Gates,NA,NA,0.123173788,0.025090043,1.187282,2,Landrace,NA,India,NA,21.967175,77.745208,618,Asia
JHFW,IS4963,PI683935,IS4963,NA,NA,Gates,NA,NA,0.112039671,0.023621198,1.212191,7,Landrace,NA,India,NA,20.456098,76.363728,NA,Asia
JHFX,IS6413,PI684269,IS6413,NA,Jowar kalgundi,Gates,NA,NA,0.117199742,0.021566237,1.177116,2,Landrace,NA,India,NA,16.729395,74.230003,550,Asia
JHFY,IS6094,PI683103,IS6094,NA,NA,Gates,NA,NA,0.116362613,0.02218525,1.194566,2,Landrace,NA,India,NA,25.989999,79.980001,NA,Asia
JHFZ,PI585981,PI585981,IS26413,NA,IS26413,Gates,NA,NA,0.116125045,0.021230825,1.321961,4,"Landrace,Cultivated",Guinea,Benin,NA,7.300001,1.909999,NA,Africa
JHGA,PI526835,PI526835,NA,NA,AMM 586,Gates,NA,NA,0.081294267,0.014206719,1.165233,16,Landrace,Kafir-Caudatum,Zimbabwe,NA,-20.91666667,29,1200,Africa
JHGB,PI569077,PI569077,IS19053,NA,IS19053,Gates,unresolved,NA,0.075846076,0.01442492,1.127787,9,"Landrace,Cultivated",Kafir-Caudatum,Sudan,NA,11.189999,24.149999,NA,Africa
JHGC,IS18551,NA,IS18551,NA,NA,Gates,keep,NA,0.116445111,0.022151951,1.179488,2,Breeding,NA,Ethiopia,NA,NA,NA,NA,Africa
JHGD,IS6154,NA,IS6154,NA,Jowar red gopalgarh,Gates,keep,NA,0.117451619,0.022170176,1.174342,2,Landrace,NA,India,NA,26.51,83.779998,NA,Asia
JHGE,IS5622,PI683696,IS5622,NA,NA,Gates,NA,NA,0.12081733,0.022706278,1.194397,2,Landrace,NA,India,NA,16.819999,75.720001,NA,Asia
JHGF,IS21126,NA,IS21126,NA,NA,Gates,NA,NA,0.123271455,0.029988462,1.327204,5,Wild,NA,Kenya,NA,-0.639385,34.217414,NA,Africa
JHGG,IS18879,NA,IS18879,NA,NA,Gates,NA,NA,0.129890762,0.022948666,1.320878,5,Wild,NA,United States,NA,NA,NA,NA,Americas
JHGH,IS18876,NA,IS18876,NA,NA,Gates,NA,NA,0.126571278,0.031396739,1.381048,12,Wild,NA,Benin,NA,NA,NA,NA,Africa
JHGI,IS18874,NA,IS18874,NA,NA,Gates,NA,NA,0.125530246,0.042335233,1.536166,3,Wild,NA,United States,NA,NA,NA,NA,Americas
JHGJ,IS18829,NA,IS18829,NA,NA,Gates,NA,NA,0.154121458,0.034502892,1.562319,12,Wild,NA,Tanzania,NA,NA,NA,NA,Africa
JHGK,IS18821,NA,IS18821,NA,NA,Gates,NA,NA,0.136325884,0.063690453,1.406213,16,Wild,NA,Egypt,NA,NA,NA,NA,Africa
JHGL,IS27587,NA,IS27587,NA,NA,Gates,NA,NA,0.114085076,0.02733874,1.315746,17,Wild,NA,Cameroon,NA,11.334401,14.979601,NA,Africa
JHGM,PI511006,PI511006,NA,NA,Kanye,Gates,keep,NA,0.082211926,0.014899935,1.135275,16,Cultivar,Durra,Botswana,NA,NA,NA,NA,Africa
JHGN,PI568989,PI568989,NA,NA,HEGARI MACKWAR,Gates,keep,NA,0.117338284,0.023148072,1.196343,2,Cultivar,Durra,Sudan,NA,NA,NA,NA,Africa
JHGP,PI569050,PI569050,IS19026,NA,IS19026,Gates,keep,NA,0.083513043,0.015619309,1.069623,5,"Landrace,Cultivated",Caudatum,Sudan,NA,11.189999,24.149999,NA,Africa
JHGQ,PI585386,PI585386,IS24713,NA,FARA-FARA,Gates,remove,NA,0.100921361,0.020672126,1.130827,14,"Landrace,Cultivated",Caudatum,Nigeria,NA,9.800001,8.489999,540,Africa
JHGR,PI563493,PI563493,IS12447,NA,IS12447,Gates,keep,NA,0.084469913,0.014752707,1.231504,8,"Landrace,Cultivated",Kafir-Durra,Sudan,NA,NA,NA,NA,Africa
JHGS,PI229847,PI229847,IS2416,NA,IS2416,Gates,keep,NA,0.08927312,0.018677385,1.246049,16,Landrace,Kafir,South Africa,Transvaal,-23.833333,31.5,NA,Africa
JHGT,PI329629,PI329629,IS11374,NA,IS11374,Gates,keep,NA,0.130283649,0.025487544,1.637636,11,Landrace,NA,Ethiopia,NA,9.079999,36.529998,2088,Africa
JHGU,IS378,PI643741,IS378,NA,NA,Gates,NA,NA,0.122045793,0.028024246,1.272432,8,Breeding,NA,United States,NA,NA,NA,NA,Americas
JHGW,IS9295,PI669749,IS9295,NA,NA,Gates,NA,NA,0.07233245,0.012236988,1.154146,16,Breeding,NA,South Africa,NA,-25.746111,28.188056,NA,Africa
JHGX,Mal090_505,NA,NA,Ma090,G9,Gates,NA,NA,0.106097987,0.021009458,1.194715,17,Landrace,Guinea,Mali,NA,NA,NA,NA,Africa
